"NAME_1","month","day","total_count","mean_pop","median_pop","total_baseline_oblast_population","baseline_penetration_rate","current_pop_size","total_baseline_pop","net_outflow","total_current_pop_by_month_and_day","scaling_factor","adjusted_pop_size","net_pop_change","proportional_net_change","date","week","week_adjusted"
"Kharkiv",7,4,4580,71082.0727272727,67423,2605804.23375566,0.0258741616605732,177010.565987881,42166319.9815403,5387265,4839966.41377153,7.59903103395305,1345108.7842795,-1260695.44947616,-0.483802824918722,2022-07-04,27,20
"Kharkiv",7,5,4172,71082.0727272727,67423,2605804.23375566,0.0258741616605732,161241.939148786,42166319.9815403,5410090,4972722.35801177,7.39157092137283,1191831.22871793,-1413973.00503772,-0.542624417721439,2022-07-05,27,20
"Kharkiv",7,6,4610,71082.0727272727,67423,2605804.23375566,0.0258741616605732,178170.023843697,42166319.9815403,5434118,5261388.82290813,6.98146501197707,1243887.78764789,-1361916.44610777,-0.522647261242984,2022-07-06,27,20
"Kharkiv",7,7,5006,71082.0727272727,67423,2605804.23375566,0.0258741616605732,193474.867540466,42166319.9815403,5460690,5645404.07444278,6.50186053956878,1257946.60665965,-1347857.62709601,-0.517252067379361,2022-07-07,27,20
"Kharkiv",7,8,5015,71082.0727272727,67423,2605804.23375566,0.0258741616605732,193822.704897211,42166319.9815403,5486590,5002662.42450308,7.33204179476167,1421116.17308011,-1184688.06067555,-0.454634329520642,2022-07-08,27,20
"Kharkiv",7,9,4967,71082.0727272727,67423,2605804.23375566,0.0258741616605732,191967.572327905,42166319.9815403,5508459,5462752.4085549,6.71051115626851,1288200.53574819,-1317603.69800747,-0.505641859407239,2022-07-09,27,20
"Kharkiv",7,10,4984,71082.0727272727,67423,2605804.23375566,0.0258741616605732,192624.598446201,42166319.9815403,5524434,4915270.0304013,7.45470457470446,1435959.4752375,-1169844.75851816,-0.448938083438485,2022-07-10,27,20
"Kharkiv",7,11,5067,71082.0727272727,67423,2605804.23375566,0.0258741616605732,195832.431847291,42166319.9815403,5540848,4890730.51738122,7.48875282565185,1466540.67735068,-1139263.55640498,-0.437202281601561,2022-07-11,28,21
"Kharkiv",7,12,4454,71082.0727272727,67423,2605804.23375566,0.0258741616605732,172140.842993455,42166319.9815403,5562849,4501123.60102226,8.13207417215275,1399862.10327968,-1205942.13047598,-0.462790763348288,2022-07-12,28,21
"Kharkiv",7,13,5026,71082.0727272727,67423,2605804.23375566,0.0258741616605732,194247.839444343,42166319.9815403,5588534,5426050.5803198,6.74114357028064,1309452.57391114,-1296351.65984452,-0.497486205238116,2022-07-13,28,21
"Kharkiv",7,14,5261,71082.0727272727,67423,2605804.23375566,0.0258741616605732,203330.2593149,42166319.9815403,5617332,4869389.04898993,7.50586728926943,1526169.94231038,-1079634.29144528,-0.414319033433005,2022-07-14,28,21
"Kharkiv",7,15,5314,71082.0727272727,67423,2605804.23375566,0.0258741616605732,205378.634860175,42166319.9815403,5647421,5343439.77689889,6.83434276538892,1403627.98732209,-1202176.24643357,-0.461345572649145,2022-07-15,28,21
"Kharkiv",7,16,5248,71082.0727272727,67423,2605804.23375566,0.0258741616605732,202827.82757738,42166319.9815403,5672711,4832344.72725223,7.55194652726925,1531744.90810656,-1074059.3256491,-0.412179591903223,2022-07-16,28,21
"Kharkiv",7,17,5497,71082.0727272727,67423,2605804.23375566,0.0258741616605732,212451.327780651,42166319.9815403,5691170,5771804.27624312,6.31954034402603,1342594.73705172,-1263209.49670394,-0.484767612370985,2022-07-17,28,21
"Kharkiv",7,18,5552,71082.0727272727,67423,2605804.23375566,0.0258741616605732,214577.000516314,42166319.9815403,5709094,5276858.08903665,6.90888884377712,1482488.64499832,-1123315.58875734,-0.431082110546096,2022-07-18,29,22
"Kharkiv",7,19,6247,71082.0727272727,67423,2605804.23375566,0.0258741616605732,241437.774176047,42166319.9815403,5733090,5977472.83192979,6.09508917998346,1471584.76501971,-1134219.46873595,-0.435266569162501,2022-07-19,29,22
"Kharkiv",7,20,5573,71082.0727272727,67423,2605804.23375566,0.0258741616605732,215388.621015385,42166319.9815403,5760707,4718099.22213507,7.71616095116071,1661973.26680326,-943830.966952395,-0.362203328525598,2022-07-20,29,22
"Kharkiv",7,21,2863,71082.0727272727,67423,2605804.23375566,0.0258741616605732,110650.928040023,42166319.9815403,5786121,2086160.6319372,17.4388292179389,1929622.6368964,-676181.59685926,-0.259490558845513,2022-07-21,29,22
"Kharkiv",7,22,2853,71082.0727272727,67423,2605804.23375566,0.0258741616605732,110264.442088084,42166319.9815403,5814329,2059676.89321024,17.6493658308133,1946097.47654312,-659706.757212541,-0.253168196085754,2022-07-22,29,22
"Kharkiv",7,23,3104,71082.0727272727,67423,2605804.23375566,0.0258741616605732,119965.239481743,42166319.9815403,5836372,2297062.35275179,15.8158301353981,1897349.84979561,-708454.383960053,-0.271875521108883,2022-07-23,29,22
"Kharkiv",7,24,3674,71082.0727272727,67423,2605804.23375566,0.0258741616605732,141994.938742244,42166319.9815403,5853491,2616012.4232448,13.8809849138634,1971029.60252604,-634774.63122962,-0.243600276262788,2022-07-24,29,22
"Kharkiv",7,25,3565,71082.0727272727,67423,2605804.23375566,0.0258741616605732,137782.241866113,42166319.9815403,5871181,2439189.1126414,14.8800020438908,2050200.04057962,-555604.193176038,-0.213217933250213,2022-07-25,30,23
"Kharkiv",7,26,3252,71082.0727272727,67423,2605804.23375566,0.0258741616605732,125685.231570434,42166319.9815403,5893263,2192620.82995767,16.5432419896516,2079241.20039509,-526563.033360568,-0.202073136016688,2022-07-26,30,23
"Kharkiv",7,27,3936,71082.0727272727,67423,2605804.23375566,0.0258741616605732,152120.870683035,42166319.9815403,5917050,2905519.10784835,12.476004678002,1897860.69426329,-707943.539492371,-0.271679480108924,2022-07-27,30,23
"Kharkiv",7,28,5549,71082.0727272727,67423,2605804.23375566,0.0258741616605732,214461.054730732,42166319.9815403,5942862,4144667.71279328,8.73977372654747,1874341.09150331,-731463.142252348,-0.280705331880636,2022-07-28,30,23
"Kharkiv",7,29,1509,71082.0727272727,67423,2605804.23375566,0.0258741616605732,58320.7301475356,42166319.9815403,5967643,853731.293431239,42.4005506885591,2472831.07481436,-132973.158941304,-0.051029604303641,2022-07-29,30,23
"Kharkiv",7,30,2762,71082.0727272727,67423,2605804.23375566,0.0258741616605732,106747.419925443,42166319.9815403,5987403,1839964.49259847,19.6628343248337,2098956.83259743,-506847.401158226,-0.194507090975028,2022-07-30,30,23
"Kharkiv",7,31,4505,71082.0727272727,67423,2605804.23375566,0.0258741616605732,174111.921348342,42166319.9815403,6002180,3162442.60488539,11.4355087190115,1991058.39466281,-614745.839092852,-0.235914053377233,2022-07-31,30,23
"Kharkiv",8,1,3198,71082.0727272727,67423,2605804.23375566,0.0258741616605732,123598.207429966,42166319.9815403,6016903,2215891.9389525,16.3137093222285,2016345.22876097,-589459.004994692,-0.226210011235236,2022-08-01,31,24
"Kharkiv",8,2,3364,71082.0727272727,67423,2605804.23375566,0.0258741616605732,130013.874232147,42166319.9815403,6037220,3463550.35609424,10.4312327718781,1356204.98568921,-1249599.24806645,-0.479544561283273,2022-08-02,31,24
"Kharkiv",8,3,5573,71082.0727272727,67423,2605804.23375566,0.0258741616605732,215388.621015385,42166319.9815403,6060616,5034075.75652005,7.17226075407722,1544823.35338346,-1060980.8803722,-0.407160624972601,2022-08-03,31,24
"Kharkiv",8,4,6396,71082.0727272727,67423,2605804.23375566,0.0258741616605732,247196.414859932,42166319.9815403,6086902,5499824.70515224,6.56010326069868,1621634.00715566,-984170.226599997,-0.377683869667195,2022-08-04,31,24
"Kharkiv",8,5,6202,71082.0727272727,67423,2605804.23375566,0.0258741616605732,239698.587392323,42166319.9815403,6111266,6604892.21190215,5.45884063279161,1308476.38847996,-1297327.8452757,-0.49786082487321,2022-08-05,31,24
"Kharkiv",8,6,5064,71082.0727272727,67423,2605804.23375566,0.0258741616605732,195716.48606171,42166319.9815403,6133203,6493800.85748869,5.54884847446264,1086001.12511071,-1519803.10864495,-0.583237638866873,2022-08-06,31,24
"Kharkiv",8,7,5714,71082.0727272727,67423,2605804.23375566,0.0258741616605732,220838.072937719,42166319.9815403,6151110,5942883.7617232,6.06022453501553,1338328.30788271,-1267475.92587295,-0.486404891608521,2022-08-07,31,24
"Kharkiv",8,8,6712,71082.0727272727,67423,2605804.23375566,0.0258741616605732,259409.370941192,42166319.9815403,6168430,4930079.2924287,7.30168580388222,1894125.72119532,-711678.512560341,-0.273112808453236,2022-08-08,32,25
"Kharkiv",8,9,10926,71082.0727272727,67423,2605804.23375566,0.0258741616605732,422274.55108812,42166319.9815403,6191153,6526411.6063478,5.51224304433231,2327679.95703404,-278124.276721619,-0.106732606048754,2022-08-09,32,25
"Kharkiv",8,10,11907,71082.0727272727,67423,2605804.23375566,0.0258741616605732,460188.822973297,42166319.9815403,6215609,6678161.57962184,5.38332452021565,2477345.77464133,-128458.459114329,-0.0492970490454636,2022-08-10,32,25
"Kharkiv",8,11,10869,71082.0727272727,67423,2605804.23375566,0.0258741616605732,420071.58116207,42166319.9815403,6242076,7108568.394559,5.05365384245824,2122896.36024721,-482907.873508453,-0.185320089380795,2022-08-11,32,25
"Kharkiv",8,12,8704,71082.0727272727,67423,2605804.23375566,0.0258741616605732,336397.372567362,42166319.9815403,6267333,5078261.13121528,7.06914946946601,2378043.30781433,-227760.925941333,-0.0874052328992761,2022-08-12,32,25
"Kharkiv",8,13,7318,71082.0727272727,67423,2605804.23375566,0.0258741616605732,282830.419628671,42166319.9815403,6286990,4265327.43595871,8.41185829698812,2379129.41199407,-226674.821761589,-0.0869884309900326,2022-08-13,32,25
"Kharkiv",8,14,6572,71082.0727272727,67423,2605804.23375566,0.0258741616605732,253998.567614051,42166319.9815403,6301585,3730226.71736976,9.61462605330036,2442101.24568303,-163702.988072628,-0.0628224430492572,2022-08-14,32,25
"Kharkiv",8,15,7232,71082.0727272727,67423,2605804.23375566,0.0258741616605732,279506.640441999,42166319.9815403,6317408,3984646.84101643,8.99676016768295,2514654.20933146,-91150.0244242,-0.0349796132969008,2022-08-15,33,26
"Kharkiv",8,16,7713,71082.0727272727,67423,2605804.23375566,0.0258741616605732,298096.614730246,42166319.9815403,6341197,4365654.07493097,8.20612956653164,2446219.44382086,-159584.789934795,-0.0612420487569746,2022-08-16,33,26
"Kharkiv",8,17,6798,71082.0727272727,67423,2605804.23375566,0.0258741616605732,262733.150127864,42166319.9815403,6361603,3900532.1672967,9.17944409784348,2411744.26424904,-194059.969506615,-0.0744721982537125,2022-08-17,33,26
"Kharkiv",8,18,6667,71082.0727272727,67423,2605804.23375566,0.0258741616605732,257670.184157468,42166319.9815403,6383698,3993009.23221692,8.9613171171342,2309064.23186544,-296740.001890218,-0.113876552216103,2022-08-18,33,26
"Kharkiv",8,19,6880,71082.0727272727,67423,2605804.23375566,0.0258741616605732,265902.334933761,42166319.9815403,6410901,4422395.55030715,8.08507935909464,2149841.47970802,-455962.754047642,-0.174979665832563,2022-08-19,33,26
"Kharkiv",8,20,8016,71082.0727272727,67423,2605804.23375566,0.0258741616605732,309807.139073986,42166319.9815403,6432792,5825502.31075833,6.13398228605093,1900351.50317195,-705452.730583712,-0.270723610563394,2022-08-20,33,26
"Kharkiv",8,21,10191,71082.0727272727,67423,2605804.23375566,0.0258741616605732,393867.833620633,42166319.9815403,6452045,6039757.72963344,5.91319661818751,2329017.94177837,-276786.291977293,-0.106219142785861,2022-08-21,33,26
"Kharkiv",8,22,10947,71082.0727272727,67423,2605804.23375566,0.0258741616605732,423086.171587191,42166319.9815403,6473544,9712607.3435886,3.67489127469994,1554795.68041197,-1051008.55334369,-0.403333657889144,2022-08-22,34,27
"Kharkiv",8,23,10020,71082.0727272727,67423,2605804.23375566,0.0258741616605732,387258.923842483,42166319.9815403,6505317,6105129.42732502,5.84115429591561,2262039.12663417,-343765.107121486,-0.131922844651315,2022-08-23,34,27
"Kharkiv",8,24,10336,71082.0727272727,67423,2605804.23375566,0.0258741616605732,399471.879923743,42166319.9815403,6531192,5661811.44538832,6.2939446721713,2514253.91032829,-91550.3234273666,-0.0351332315150237,2022-08-24,34,27
"Kharkiv",8,25,10760,71082.0727272727,67423,2605804.23375566,0.0258741616605732,415858.884285939,42166319.9815403,6548492,5869837.37354508,6.06794119068226,2523407.25346982,-82396.9802858401,-0.0316205566091525,2022-08-25,34,27
"Kharkiv",8,26,11099,71082.0727272727,67423,2605804.23375566,0.0258741616605732,428960.758056658,42166319.9815403,6562502,6191916.84362659,5.7500478253657,2466544.87403091,-139259.359724749,-0.0534419884351939,2022-08-26,34,27
"Kharkiv",8,27,9969,71082.0727272727,67423,2605804.23375566,0.0258741616605732,385287.845487596,42166319.9815403,6574710,5596953.84114775,6.3591037181471,2450085.37079706,-155718.862958603,-0.0597584657133551,2022-08-27,34,27
"Kharkiv",8,28,11357,71082.0727272727,67423,2605804.23375566,0.0258741616605732,438932.095616674,42166319.9815403,6583157,6332591.57497694,5.61905225692214,2466382.38251044,-139421.851245221,-0.0535043459670326,2022-08-28,34,27
"Kharkiv",8,29,14189,71082.0727272727,67423,2605804.23375566,0.0258741616605732,548384.917205687,42166319.9815403,6594771,8216267.55860051,4.32940489435562,2374180.3445411,-231623.889214559,-0.0888876785961494,2022-08-29,35,28
"Kharkiv",8,30,11861,71082.0727272727,67423,2605804.23375566,0.0258741616605732,458410.98759438,42166319.9815403,6610179,7349390.97765933,4.837971076736,2217779.09923959,-388025.134516065,-0.148908014458483,2022-08-30,35,28
"Kharkiv",8,31,30719,71082.0727272727,67423,2605804.23375566,0.0258741616605732,1187246.1957602,42166319.9815403,6630503,16575398.6808252,2.14388912543316,2545324.20830218,-60480.0254534767,-0.0232097348948999,2022-08-31,35,28
"Kherson",2,25,29458,22743.1272727273,19490,1009555.72852704,0.0193055216757932,1525884.69219854,42166319.9815403,156788,57714814.0729419,0.727881266817342,1110662.88277467,101107.154247625,0.100150146634444,2022-02-25,8,1
"Kherson",2,26,25982,22743.1272727273,19490,1009555.72852704,0.0193055216757932,1345832.5776598,42166319.9815403,287630,54830600.7739893,0.763783168347243,1027924.27022994,18368.5417029023,0.0181946782964645,2022-02-26,8,1
"Kherson",2,27,15166,22743.1272727273,19490,1009555.72852704,0.0193055216757932,785578.357046748,42166319.9815403,444321,34689248.302566,1.20273574733109,944843.172349747,-64712.5561772931,-0.0641000336570918,2022-02-27,8,1
"Kherson",2,28,13552,22743.1272727273,19490,1009555.72852704,0.0193055216757932,701975.332632041,42166319.9815403,597136,29826495.0213085,1.39369992859847,978342.970967165,-31212.7575598754,-0.0309173200427631,2022-02-28,9,2
"Kherson",3,1,14185,22743.1272727273,19490,1009555.72852704,0.0193055216757932,734763.879382047,42166319.9815403,752539,28943088.6343985,1.43086943845795,1051351.17949057,41795.4509635319,0.0413998452809655,2022-03-01,9,2
"Kherson",3,2,18051,22743.1272727273,19490,1009555.72852704,0.0193055216757932,935017.468221736,42166319.9815403,912962,35135319.8597528,1.17412786182703,1097830.06073411,88274.3322070681,0.087438790858888,2022-03-02,9,2
"Kherson",3,3,11993,22743.1272727273,19490,1009555.72852704,0.0193055216757932,621221.234080288,42166319.9815403,1086775,26214272.9591755,1.56706787350216,973495.838264587,-36059.8902624535,-0.0357185732728846,2022-03-03,9,2
"Kherson",3,4,5594,22743.1272727273,19490,1009555.72852704,0.0193055216757932,289761.659588521,42166319.9815403,1247401,15313132.9003459,2.6721454876563,774285.311165266,-235270.417361774,-0.233043516780434,2022-03-04,9,2
"Kherson",3,5,4620,22743.1272727273,19490,1009555.72852704,0.0193055216757932,239309.772488196,42166319.9815403,1432746,13926017.6155252,2.92499802212867,699980.611204034,-309575.117323006,-0.306644901886379,2022-03-05,9,2
"Kherson",3,6,5384,22743.1272727273,19490,1009555.72852704,0.0193055216757932,278883.942657239,42166319.9815403,1624612,13896831.3329623,2.91733467940842,813597.797444113,-195957.931082927,-0.194103134226016,2022-03-06,9,2
"Kherson",3,7,4876,22743.1272727273,19490,1009555.72852704,0.0193055216757932,252570.227413948,42166319.9815403,1821480,13709821.72095,2.94276911857208,743255.865504494,-266299.863022546,-0.263779260022705,2022-03-07,10,3
"Kherson",3,8,3585,22743.1272727273,19490,1009555.72852704,0.0193055216757932,185698.167612593,42166319.9815403,1995363,10261795.2527854,3.91461298846675,726936.458870733,-282619.269656307,-0.279944198889004,2022-03-08,10,3
"Kherson",3,9,4972,22743.1272727273,19490,1009555.72852704,0.0193055216757932,257542.898011106,42166319.9815403,2153330,12324119.9292663,3.24672189261327,836170.165259724,-173385.563267316,-0.171744420211739,2022-03-09,10,3
"Kherson",3,10,5670,22743.1272727273,19490,1009555.72852704,0.0193055216757932,293698.357144604,42166319.9815403,2263225,13719835.8948061,2.90842363476421,854199.243410786,-155356.485116254,-0.15388599234925,2022-03-10,10,3
"Kherson",3,11,6796,22743.1272727273,19490,1009555.72852704,0.0193055216757932,352023.639357095,42166319.9815403,2370102,13466741.2749448,2.95514832943157,1040282.06976654,30726.3412394987,0.0304355077894798,2022-03-11,10,3
"Kherson",3,12,6943,22743.1272727273,19490,1009555.72852704,0.0193055216757932,359638.041208992,42166319.9815403,2470355,14483456.4197904,2.7407798132564,985688.683424677,-23867.0451023629,-0.0236411368168702,2022-03-12,10,3
"Kherson",3,13,7066,22743.1272727273,19490,1009555.72852704,0.0193055216757932,366009.2754116,42166319.9815403,2581188,15039923.0181013,2.63200363019795,963337.741569452,-46217.9869575881,-0.0457805207296689,2022-03-13,10,3
"Kherson",3,14,5986,22743.1272727273,19490,1009555.72852704,0.0193055216757932,310066.73119358,42166319.9815403,2682682,13620353.5730419,2.89887026572411,898843.22744734,-110712.501079701,-0.109664576160874,2022-03-14,11,4
"Kherson",3,15,5403,22743.1272727273,19490,1009555.72852704,0.0193055216757932,279868.11704626,42166319.9815403,2778894,11936245.4696398,3.29981702217197,923513.576592466,-86042.1519345742,-0.0852277387996315,2022-03-15,11,4
"Kherson",3,16,5167,22743.1272727273,19490,1009555.72852704,0.0193055216757932,267643.635161582,42166319.9815403,2867315,13793482.1567681,2.84909963524021,762543.383313227,-247012.345213813,-0.244674303987367,2022-03-16,11,4
"Kherson",3,17,5748,22743.1272727273,19490,1009555.72852704,0.0193055216757932,297738.652004794,42166319.9815403,2937845,13353284.6970094,2.93773973008499,874678.667176432,-134877.061350608,-0.133600412081655,2022-03-17,11,4
"Kherson",3,18,7434,22743.1272727273,19490,1009555.72852704,0.0193055216757932,385071.179367369,42166319.9815403,3000568,16972684.1033735,2.30757561638443,888580.864080537,-120974.864446503,-0.119829803375994,2022-03-18,11,4
"Kherson",3,19,6409,22743.1272727273,19490,1009555.72852704,0.0193055216757932,331977.561012304,42166319.9815403,3054560,15048536.3012417,2.59904081025561,862823.229160101,-146732.499366939,-0.145343635047294,2022-03-19,11,4
"Kherson",3,20,5960,22743.1272727273,19490,1009555.72852704,0.0193055216757932,308719.966240183,42166319.9815403,3096110,15993995.4746665,2.44280486657791,754142.635941288,-255413.092585752,-0.252995535925891,2022-03-20,11,4
"Kherson",3,21,5328,22743.1272727273,19490,1009555.72852704,0.0193055216757932,275983.218142231,42166319.9815403,3142666,14364262.2517806,2.71671828998408,749768.656455665,-259787.072071375,-0.257328114467152,2022-03-21,12,5
"Kherson",3,22,5060,22743.1272727273,19490,1009555.72852704,0.0193055216757932,262101.179391833,42166319.9815403,3193428,14451987.9298299,2.69671495511683,706812.170219717,-302743.558307323,-0.299878005495577,2022-03-22,12,5
"Kherson",3,23,5636,22743.1272727273,19490,1009555.72852704,0.0193055216757932,291937.202974777,42166319.9815403,3242073,13909799.1043916,2.79833279326452,816937.448658239,-192618.279868801,-0.190795093748648,2022-03-23,12,5
"Kherson",3,24,5121,22743.1272727273,19490,1009555.72852704,0.0193055216757932,265260.89716711,42166319.9815403,3293875,13222244.7539933,2.93992780384741,779847.886855096,-229707.841671944,-0.227533592431882,2022-03-24,12,5
"Kherson",3,25,5612,22743.1272727273,19490,1009555.72852704,0.0193055216757932,290694.035325488,42166319.9815403,3340362,13384875.6435145,2.90073356044611,843225.944090149,-166329.784436891,-0.164755426309718,2022-03-25,12,5
"Kherson",3,26,5318,22743.1272727273,19490,1009555.72852704,0.0193055216757932,275465.231621694,42166319.9815403,3381590,13804920.9859031,2.80948583632932,773915.666642325,-235640.061884715,-0.233409662514142,2022-03-26,12,5
"Kherson",3,27,5143,22743.1272727273,19490,1009555.72852704,0.0193055216757932,266400.467512292,42166319.9815403,3418343,13998440.8263799,2.76802091476646,737402.065777587,-272153.662749453,-0.269577651891025,2022-03-27,12,5
"Kherson",3,28,3916,22743.1272727273,19490,1009555.72852704,0.0193055216757932,202843.521442375,42166319.9815403,3450825,9146607.19813899,4.23277114047464,858590.203593536,-150965.524933504,-0.149536593837931,2022-03-28,13,6
"Kherson",3,29,5133,22743.1272727273,19490,1009555.72852704,0.0193055216757932,265882.480991755,42166319.9815403,3476582,12285282.5392086,3.14927539175934,837337.154487255,-172218.574039785,-0.170588476865022,2022-03-29,13,6
"Kherson",3,30,4581,22743.1272727273,19490,1009555.72852704,0.0193055216757932,237289.6250581,42166319.9815403,3509937,12164026.5637201,3.17792655080474,754088.999702639,-255466.728824401,-0.253048664482476,2022-03-30,13,6
"Kherson",3,31,4851,22743.1272727273,19490,1009555.72852704,0.0193055216757932,251275.261112605,42166319.9815403,3544257,13373483.804261,2.88795825731173,725672.465188309,-283883.263338731,-0.281196228516202,2022-03-31,13,6
"Kherson",4,1,4574,22743.1272727273,19490,1009555.72852704,0.0193055216757932,236927.034493724,42166319.9815403,3573703,12337179.6343405,3.1281555530016,741144.618607744,-268411.109919296,-0.265870523374586,2022-04-01,13,6
"Kherson",4,2,5425,22743.1272727273,19490,1009555.72852704,0.0193055216757932,281007.687391442,42166319.9815403,3600613,14097174.7799249,2.73570467725631,768754.044741746,-240801.683785294,-0.238522428213674,2022-04-02,13,6
"Kherson",4,3,5652,22743.1272727273,19490,1009555.72852704,0.0193055216757932,292765.981407637,42166319.9815403,3628953,15789025.8041386,2.44076914304864,714574.173554112,-294981.554972928,-0.292189471702877,2022-04-03,13,6
"Kherson",4,4,5584,22743.1272727273,19490,1009555.72852704,0.0193055216757932,289243.673067984,42166319.9815403,3656628,14961466.1108319,2.57392502153648,744491.5274308,-265064.201096241,-0.262555293983596,2022-04-04,14,7
"Kherson",4,5,4185,22743.1272727273,19490,1009555.72852704,0.0193055216757932,216777.358844827,42166319.9815403,3687889,12053198.9093283,3.19238330595879,692036.421486062,-317519.307040978,-0.314513897617366,2022-04-05,14,7
"Kherson",4,6,4438,22743.1272727273,19490,1009555.72852704,0.0193055216757932,229882.417814418,42166319.9815403,3723843,10931601.6662137,3.51663719145151,808413.060146979,-201142.668380061,-0.199238796528381,2022-04-06,14,7
"Kherson",4,7,3968,22743.1272727273,19490,1009555.72852704,0.0193055216757932,205537.051349169,42166319.9815403,3761762,10085598.75527,3.80786098212295,782656.518213101,-226899.210313939,-0.224751545558549,2022-04-07,14,7
"Kherson",4,8,4335,22743.1272727273,19490,1009555.72852704,0.0193055216757932,224547.156652885,42166319.9815403,3800990,10629653.7546044,3.60927372304313,810452.152091307,-199103.576435733,-0.197219005162032,2022-04-08,14,7
"Kherson",4,9,4589,22743.1272727273,19490,1009555.72852704,0.0193055216757932,237704.01427453,42166319.9815403,3837740,11996622.1542545,3.19494766849412,759451.886198104,-250103.842328936,-0.247736539213979,2022-04-09,14,7
"Kherson",4,10,4370,22743.1272727273,19490,1009555.72852704,0.0193055216757932,226360.109474765,42166319.9815403,3869946,12784209.3779221,2.99559971598063,678084.279651951,-331471.448875089,-0.328333978510242,2022-04-10,14,7
"Kherson",4,11,4959,22743.1272727273,19490,1009555.72852704,0.0193055216757932,256869.515534407,42166319.9815403,3902657,12697700.0514162,3.01343257649819,774058.966020692,-235496.762506348,-0.23326771950464,2022-04-11,15,8
"Kherson",4,12,4834,22743.1272727273,19490,1009555.72852704,0.0193055216757932,250394.684027692,42166319.9815403,3935808,12406798.5148625,3.08141636504718,771570.27708375,-237985.45144329,-0.23573285230179,2022-04-12,15,8
"Kherson",4,13,4549,22743.1272727273,19490,1009555.72852704,0.0193055216757932,235632.068192381,42166319.9815403,3966699,11815545.414669,3.23299683941087,761797.731729814,-247757.996797226,-0.24541289776911,2022-04-13,15,8
"Kherson",4,14,4387,22743.1272727273,19490,1009555.72852704,0.0193055216757932,227240.686559678,42166319.9815403,3997683,12798504.7549131,2.98227314146897,677693.796175899,-331861.932351141,-0.328720765950518,2022-04-14,15,8
"Kherson",4,15,4950,22743.1272727273,19490,1009555.72852704,0.0193055216757932,256403.327665924,42166319.9815403,4021119,12357427.2145853,3.08682384440979,791471.905625191,-218083.822901849,-0.216019598264315,2022-04-15,15,8
"Kherson",4,16,5887,22743.1272727273,19490,1009555.72852704,0.0193055216757932,304938.664640261,42166319.9815403,4033399,13835650.9446644,2.75613493966078,840452.108068527,-169103.620458513,-0.167503007194301,2022-04-16,15,8
"Kherson",4,17,5924,22743.1272727273,19490,1009555.72852704,0.0193055216757932,306855.214766249,42166319.9815403,4047377,13762102.0456477,2.7698488831941,849942.573922579,-159613.154604461,-0.158102371265169,2022-04-17,15,8
"Kherson",4,18,6786,22743.1272727273,19490,1009555.72852704,0.0193055216757932,351505.652836558,42166319.9815403,4073585,14260832.9685415,2.67114375896348,938922.130814755,-70633.5977122847,-0.0699650308708964,2022-04-18,16,9
"Kherson",4,19,5733,22743.1272727273,19490,1009555.72852704,0.0193055216757932,296961.672223988,42166319.9815403,4103193,11912529.4848489,3.1952178611563,948857.239168931,-60698.4893581086,-0.0601239611077922,2022-04-19,16,9
"Kherson",4,20,5915,22743.1272727273,19490,1009555.72852704,0.0193055216757932,306389.026897766,42166319.9815403,4125552,12777896.584259,2.97707590061439,912143.388190031,-97412.340337009,-0.096490305175263,2022-04-20,16,9
"Kherson",4,21,5113,22743.1272727273,19490,1009555.72852704,0.0193055216757932,264846.507950681,42166319.9815403,4145208,12159806.6995678,3.12678588738518,828118.323383435,-181437.405143605,-0.179720049143127,2022-04-21,16,9
"Kherson",4,22,5565,22743.1272727273,19490,1009555.72852704,0.0193055216757932,288259.498678963,42166319.9815403,4158218,12964859.7432076,2.93162461718516,845068.642464701,-164487.086062339,-0.162930169592846,2022-04-22,16,9
"Kherson",4,23,5202,22743.1272727273,19490,1009555.72852704,0.0193055216757932,269456.587983462,42166319.9815403,4169135,12593800.3237729,3.01713414574426,812986.672400646,-196569.056126394,-0.194708474799298,2022-04-23,16,9
"Kherson",4,24,5103,22743.1272727273,19490,1009555.72852704,0.0193055216757932,264328.521430143,42166319.9815403,4176846,13439328.1216442,2.826739077853,747187.760917689,-262367.967609351,-0.259884581103958,2022-04-24,16,9
"Kherson",4,25,5486,22743.1272727273,19490,1009555.72852704,0.0193055216757932,284167.405166719,42166319.9815403,4194150,14108040.5822765,2.69152684670071,764844.199963503,-244711.528563537,-0.242395265212922,2022-04-25,17,10
"Kherson",4,26,3041,22743.1272727273,19490,1009555.72852704,0.0193055216757932,157519.700895369,42166319.9815403,4223172,8893028.07012178,4.26661736388973,672076.290994896,-337479.437532144,-0.334285099867179,2022-04-26,17,10
"Kherson",4,27,2329,22743.1272727273,19490,1009555.72852704,0.0193055216757932,120639.060633119,42166319.9815403,4254089,4964142.3603402,7.63721670926097,921346.6496568,-88209.0788702396,-0.0873741551632203,2022-04-27,17,10
"Kherson",4,28,5383,22743.1272727273,19490,1009555.72852704,0.0193055216757932,278832.144005186,42166319.9815403,4284961,11754529.1507773,3.22270322321123,898593.249220408,-110962.479306632,-0.109912188273676,2022-04-28,17,10
