NAME_1,NAME_2,ADM1_EN,ADM2_EN,ADM1_UA,ADM2_UA,ADM1_PCODE,ADM2_PCODE
Sumy,Sums'kyi,Sumska,Sumskyi,Сумська,Сумський,UA59,UA5908
Sumy,Trostianets'kyi,Sumska,Okhtyrskyi,Сумська,Охтирський,UA59,UA5904
Sumy,Velykopysarivs'kyi,Sumska,Okhtyrskyi,Сумська,Охтирський,UA59,UA5904
Ternopil',Berezhans'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Borshchivs'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Buchats'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Chortkivs'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Husiatyns'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Kozivs'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Kremenets'kyi,Ternopilska,Kremenetskyi,Тернопільська,Кременецький,UA61,UA6102
Ternopil',Lanovets'kyi,Ternopilska,Kremenetskyi,Тернопільська,Кременецький,UA61,UA6102
Ternopil',Monastyrys'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Pidhaiets'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Pidvolochys'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Shums'kyi,Ternopilska,Kremenetskyi,Тернопільська,Кременецький,UA61,UA6102
Ternopil',Terebovlians'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Ternopil's'ka,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Ternopil's'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Zalishchyts'kyi,Ternopilska,Chortkivskyi,Тернопільська,Чортківський,UA61,UA6106
Ternopil',Zbaraz'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Ternopil',Zborivs'kyi,Ternopilska,Ternopilskyi,Тернопільська,Тернопільський,UA61,UA6104
Vinnytsya,Bars'kyi,Vinnytska,Zhmerynskyi,Вінницька,Жмеринський,UA05,UA0506
Vinnytsya,Bershads'kyi,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Chechel'nyts'kyi,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Iampil's'kyi,Vinnytska,Mohyliv-Podilskyi,Вінницька,Могилів-Подільський,UA05,UA0508
Vinnytsya,Illinets'kyi,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Kalynivs'kyi,Vinnytska,Khmilnytskyi,Вінницька,Хмільницький,UA05,UA0512
Vinnytsya,Khmil'nyts'kyi,Vinnytska,Khmilnytskyi,Вінницька,Хмільницький,UA05,UA0512
Vinnytsya,Koziatyns'kyi,Vinnytska,Khmilnytskyi,Вінницька,Хмільницький,UA05,UA0512
Vinnytsya,Kryzhopil's'kyi,Vinnytska,Tulchynskyi,Вінницька,Тульчинський,UA05,UA0510
Vinnytsya,Ladyzhyns'ka,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Lityns'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Lypovets'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Mohyliv-Podil's'ka,Vinnytska,Mohyliv-Podilskyi,Вінницька,Могилів-Подільський,UA05,UA0508
Vinnytsya,Mohyliv-Podil's'kyi,Vinnytska,Mohyliv-Podilskyi,Вінницька,Могилів-Подільський,UA05,UA0508
Vinnytsya,Murovano-Kurylovets'kyi,Vinnytska,Mohyliv-Podilskyi,Вінницька,Могилів-Подільський,UA05,UA0508
Vinnytsya,Nemyrivs'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Orativs'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Pishchans'kyi,Vinnytska,Tulchynskyi,Вінницька,Тульчинський,UA05,UA0510
Vinnytsya,Pohrebyshchens'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Sharhorods'kyi,Vinnytska,Zhmerynskyi,Вінницька,Жмеринський,UA05,UA0506
Vinnytsya,Teplyts'kyi,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Tomashpil's'kyi,Vinnytska,Tulchynskyi,Вінницька,Тульчинський,UA05,UA0510
Vinnytsya,Trostianets'kyi,Vinnytska,Haisynskyi,Вінницька,Гайсинський,UA05,UA0504
Vinnytsya,Tul'chyns'kyi,Vinnytska,Tulchynskyi,Вінницька,Тульчинський,UA05,UA0510
Vinnytsya,Tyvrivs'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Vinnyts'ka,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Vinnyts'kyi,Vinnytska,Vinnytskyi,Вінницька,Вінницький,UA05,UA0502
Vinnytsya,Zhmeryns'ka,Vinnytska,Zhmerynskyi,Вінницька,Жмеринський,UA05,UA0506
Vinnytsya,Zhmeryns'kyi,Vinnytska,Zhmerynskyi,Вінницька,Жмеринський,UA05,UA0506
Volyn,Horokhivs'kyi,Volynska,Lutskyi,Волинська,Луцький,UA07,UA0708
Volyn,Ivanychivs'kyi,Volynska,Volodymyrskyi,Волинська,Володимирський,UA07,UA0702
Volyn,Kamin'-Kashyrs'kyi,Volynska,Kamin-Kashyrskyi,Волинська,Камінь-Каширський,UA07,UA0704
Volyn,Kivertsivs'kyi,Volynska,Lutskyi,Волинська,Луцький,UA07,UA0708
Volyn,Kovel's'ka,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Kovel's'kyi,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Liubeshivs'kyi,Volynska,Kamin-Kashyrskyi,Волинська,Камінь-Каширський,UA07,UA0704
Volyn,Liuboml's'ky,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Lokachyns'kyi,Volynska,Volodymyrskyi,Волинська,Володимирський,UA07,UA0702
Volyn,Luts'ka,Volynska,Lutskyi,Волинська,Луцький,UA07,UA0708
Volyn,Luts'kyi,Volynska,Lutskyi,Волинська,Луцький,UA07,UA0708
Volyn,Manevyts'kyi,Volynska,Kamin-Kashyrskyi,Волинська,Камінь-Каширський,UA07,UA0704
Volyn,Novovolyns'ka,Volynska,Volodymyrskyi,Волинська,Володимирський,UA07,UA0702
Volyn,Ratnivs'kyi,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Rozhyshchens'kyi,Volynska,Lutskyi,Волинська,Луцький,UA07,UA0708
Volyn,Shats'kyi,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Starovyzhivs'kyi,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Turiis'kyi,Volynska,Kovelskyi,Волинська,Ковельський,UA07,UA0706
Volyn,Volodymyr-Volyns'kyi,Volynska,Volodymyrskyi,Волинська,Володимирський,UA07,UA0702
Zakarpattia,Berehivs'kyi,Zakarpatska,Berehivskyi,Закарпатська,Берегівський,UA21,UA2102
Zakarpattia,Irshavs'kyi,Zakarpatska,Khustskyi,Закарпатська,Хустський,UA21,UA2112
Zakarpattia,Khusts'kyi,Zakarpatska,Khustskyi,Закарпатська,Хустський,UA21,UA2112
Zakarpattia,Mizhhirs'kyi,Zakarpatska,Khustskyi,Закарпатська,Хустський,UA21,UA2112
Zakarpattia,Mukachivs'ka,Zakarpatska,Mukachivskyi,Закарпатська,Мукачівський,UA21,UA2104
Zakarpattia,Mukachivs'kyi,Zakarpatska,Mukachivskyi,Закарпатська,Мукачівський,UA21,UA2104
Zakarpattia,Perechyns'kyi,Zakarpatska,Uzhhorodskyi,Закарпатська,Ужгородський,UA21,UA2110
Zakarpattia,Rakhivs'kyi,Zakarpatska,Rakhivskyi,Закарпатська,Рахівський,UA21,UA2106
Zakarpattia,Svaliavs'kyi,Zakarpatska,Mukachivskyi,Закарпатська,Мукачівський,UA21,UA2104
Zakarpattia,Tiachivs'kyi,Zakarpatska,Tiachivskyi,Закарпатська,Тячівський,UA21,UA2108
Zakarpattia,Uzhhorods'ka,Zakarpatska,Uzhhorodskyi,Закарпатська,Ужгородський,UA21,UA2110
Zakarpattia,Uzhhorods'kyi,Zakarpatska,Uzhhorodskyi,Закарпатська,Ужгородський,UA21,UA2110
Zakarpattia,Velykobereznians'kyi,Zakarpatska,Uzhhorodskyi,Закарпатська,Ужгородський,UA21,UA2110
Zakarpattia,Volovets'kyi,Zakarpatska,Mukachivskyi,Закарпатська,Мукачівський,UA21,UA2104
Zakarpattia,Vynohradivs'kyi,Zakarpatska,Berehivskyi,Закарпатська,Берегівський,UA21,UA2102
Zaporizhia,Berdians'ka,Zaporizka,Berdianskyi,Запорізька,Бердянський,UA23,UA2302
Zaporizhia,Berdians'kyi,Zaporizka,Berdianskyi,Запорізька,Бердянський,UA23,UA2302
Zaporizhia,Chernihivs'kyi,Zaporizka,Berdianskyi,Запорізька,Бердянський,UA23,UA2302
Zaporizhia,Enerhodars'ka,Zaporizka,Vasylivskyi,Запорізька,Василівський,UA23,UA2304
Zaporizhia,Huliaipil's'kyi,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Iakymivs'kyi,Zaporizka,Melitopolskyi,Запорізька,Мелітопольський,UA23,UA2308
Zaporizhia,Kamians'ko-Dniprovs'kyi,Zaporizka,Vasylivskyi,Запорізька,Василівський,UA23,UA2304
Zaporizhia,Kuibyshevs'kyi,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Melitopol's'ka,Zaporizka,Melitopolskyi,Запорізька,Мелітопольський,UA23,UA2308
Zaporizhia,Melitopol's'kyi,Zaporizka,Melitopolskyi,Запорізька,Мелітопольський,UA23,UA2308
Zaporizhia,Mykhailivs'kyi,Zaporizka,Vasylivskyi,Запорізька,Василівський,UA23,UA2304
Zaporizhia,Novomykola‹vs'kyi,Zaporizka,Zaporizkyi,Запорізька,Запорізький,UA23,UA2306
Zaporizhia,Orikhivs'kyi,Zaporizka,Zaporizkyi,Запорізька,Запорізький,UA23,UA2306
Zaporizhia,Polohivs'kyi,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Pryazovs'kyi,Zaporizka,Melitopolskyi,Запорізька,Мелітопольський,UA23,UA2308
Zaporizhia,Prymors'kyi,Zaporizka,Berdianskyi,Запорізька,Бердянський,UA23,UA2302
Zaporizhia,Rozivs'kyi,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Tokmats'ka,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Tokmats'kyi,Zaporizka,Polohivskyi,Запорізька,Пологівський,UA23,UA2310
Zaporizhia,Vasylivs'kyi,Zaporizka,Vasylivskyi,Запорізька,Василівський,UA23,UA2304
Zaporizhia,Velykobilozers'kyi,Zaporizka,Vasylivskyi,Запорізька,Василівський,UA23,UA2304
Zaporizhia,Veselivs'kyi,Zaporizka,Melitopolskyi,Запорізька,Мелітопольський,UA23,UA2308
Zaporizhia,Vil'nians'kyi,Zaporizka,Zaporizkyi,Запорізька,Запорізький,UA23,UA2306
Zaporizhia,Zaporiz'ka,Zaporizka,Zaporizkyi,Запорізька,Запорізький,UA23,UA2306
Zaporizhia,Zaporiz'kyi,Zaporizka,Zaporizkyi,Запорізька,Запорізький,UA23,UA2306
Zhytomyr,Andrushivs'kyi,Zhytomyrska,Berdychivskyi,Житомирська,Бердичівський,UA18,UA1802
Zhytomyr,Baranivs'kyi,Zhytomyrska,Zviahelskyi,Житомирська,Звягельський,UA18,UA1808
Zhytomyr,Berdychivs'ka,Zhytomyrska,Berdychivskyi,Житомирська,Бердичівський,UA18,UA1802
Zhytomyr,Berdychivs'kyi,Zhytomyrska,Berdychivskyi,Житомирська,Бердичівський,UA18,UA1802
Zhytomyr,Brusylivs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Cherniakhivs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Chervonoarmiis'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Chudnivs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Iemil'chyns'kyi,Zhytomyrska,Zviahelskyi,Житомирська,Звягельський,UA18,UA1808
Zhytomyr,Korostens'ka,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Korostens'kyi,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Korostyshivs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Liubars'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Luhyns'kyi,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,NA,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Narodyts'kyi,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Novohrad-Volyns'ka,Zhytomyrska,Zviahelskyi,Житомирська,Звягельський,UA18,UA1808
Zhytomyr,Novohrad-Volyns'kyi,Zhytomyrska,Zviahelskyi,Житомирська,Звягельський,UA18,UA1808
Zhytomyr,Olevs'kyi,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Ovruts'kyi,Zhytomyrska,Korostenskyi,Житомирська,Коростенський,UA18,UA1806
Zhytomyr,Popil'nians'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Radomyshl's'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Romanivs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Ruzhyns'kyi,Zhytomyrska,Berdychivskyi,Житомирська,Бердичівський,UA18,UA1802
Zhytomyr,Volodars'ko-Volyns'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Zhytomyrs'ka,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
Zhytomyr,Zhytomyrs'kyi,Zhytomyrska,Zhytomyrskyi,Житомирська,Житомирський,UA18,UA1804
