"week","oblast_name","week_number","count","intensity"
2022-07-25,"Luhanska",23,7,0.887198986058302
2022-07-25,"Lvivska",23,0,0
2022-07-25,"Mykolaivska",23,266,33.7135614702155
2022-07-25,"Odeska",23,15,1.90114068441065
2022-07-25,"Poltavska",23,0,0
2022-07-25,"Rivnenska",23,0,0
2022-07-25,"Sevastopol",23,0,0
2022-07-25,"Sumska",23,0,0
2022-07-25,"Ternopilska",23,0,0
2022-07-25,"Vinnytska",23,0,0
2022-07-25,"Volynska",23,0,0
2022-07-25,"Zakarpatska",23,0,0
2022-07-25,"Zaporizka",23,379,48.0354879594423
2022-07-25,"Zhytomyrska",23,0,0
2022-08-01,"Autonomous Republic of Crimea",24,0,0
2022-08-01,"Cherkaska",24,0,0
2022-08-01,"Chernihivska",24,0,0
2022-08-01,"Chernivetska",24,0,0
2022-08-01,"Dnipropetrovska",24,6,0.760456273764259
2022-08-01,"Donetska",24,54,6.84410646387833
2022-08-01,"Ivano-Frankivska",24,0,0
2022-08-01,"Kharkivska",24,2,0.253485424588086
2022-08-01,"Khersonska",24,156,19.7718631178707
2022-08-01,"Khmelnytska",24,0,0
2022-08-01,"Kirovohradska",24,0,0
2022-08-01,"Kyiv",24,0,0
2022-08-01,"Kyivska",24,4,0.506970849176172
2022-08-01,"Luhanska",24,10,1.26742712294043
2022-08-01,"Lvivska",24,0,0
2022-08-01,"Mykolaivska",24,54,6.84410646387833
2022-08-01,"Odeska",24,13,1.64765525982256
2022-08-01,"Poltavska",24,0,0
2022-08-01,"Rivnenska",24,0,0
2022-08-01,"Sevastopol",24,0,0
2022-08-01,"Sumska",24,0,0
2022-08-01,"Ternopilska",24,0,0
2022-08-01,"Vinnytska",24,0,0
2022-08-01,"Volynska",24,0,0
2022-08-01,"Zakarpatska",24,0,0
2022-08-01,"Zaporizka",24,137,17.3637515842839
2022-08-01,"Zhytomyrska",24,0,0
2022-08-08,"Autonomous Republic of Crimea",25,0,0
2022-08-08,"Cherkaska",25,0,0
2022-08-08,"Chernihivska",25,0,0
2022-08-08,"Chernivetska",25,0,0
2022-08-08,"Dnipropetrovska",25,11,1.39416983523447
2022-08-08,"Donetska",25,231,29.277566539924
2022-08-08,"Ivano-Frankivska",25,0,0
2022-08-08,"Kharkivska",25,0,0
2022-08-08,"Khersonska",25,150,19.0114068441065
2022-08-08,"Khmelnytska",25,0,0
2022-08-08,"Kirovohradska",25,0,0
2022-08-08,"Kyiv",25,0,0
2022-08-08,"Kyivska",25,0,0
2022-08-08,"Luhanska",25,48,6.08365019011407
2022-08-08,"Lvivska",25,0,0
2022-08-08,"Mykolaivska",25,36,4.56273764258555
2022-08-08,"Odeska",25,30,3.80228136882129
2022-08-08,"Poltavska",25,0,0
2022-08-08,"Rivnenska",25,0,0
2022-08-08,"Sevastopol",25,0,0
2022-08-08,"Sumska",25,0,0
2022-08-08,"Ternopilska",25,0,0
2022-08-08,"Vinnytska",25,0,0
2022-08-08,"Volynska",25,0,0
2022-08-08,"Zakarpatska",25,0,0
2022-08-08,"Zaporizka",25,245,31.0519645120406
2022-08-08,"Zhytomyrska",25,0,0
2022-08-15,"Autonomous Republic of Crimea",26,5,0.633713561470215
2022-08-15,"Cherkaska",26,0,0
2022-08-15,"Chernihivska",26,0,0
2022-08-15,"Chernivetska",26,0,0
2022-08-15,"Dnipropetrovska",26,13,1.64765525982256
2022-08-15,"Donetska",26,117,14.828897338403
2022-08-15,"Ivano-Frankivska",26,0,0
2022-08-15,"Kharkivska",26,2,0.253485424588086
2022-08-15,"Khersonska",26,5,0.633713561470215
2022-08-15,"Khmelnytska",26,0,0
2022-08-15,"Kirovohradska",26,3,0.380228136882129
2022-08-15,"Kyiv",26,0,0
2022-08-15,"Kyivska",26,0,0
2022-08-15,"Luhanska",26,19,2.40811153358682
2022-08-15,"Lvivska",26,0,0
2022-08-15,"Mykolaivska",26,1,0.126742712294043
2022-08-15,"Odeska",26,0,0
2022-08-15,"Poltavska",26,0,0
2022-08-15,"Rivnenska",26,0,0
2022-08-15,"Sevastopol",26,0,0
2022-08-15,"Sumska",26,0,0
2022-08-15,"Ternopilska",26,0,0
2022-08-15,"Vinnytska",26,0,0
2022-08-15,"Volynska",26,0,0
2022-08-15,"Zakarpatska",26,0,0
2022-08-15,"Zaporizka",26,32,4.05576679340938
2022-08-15,"Zhytomyrska",26,0,0
2022-08-22,"Autonomous Republic of Crimea",27,2,0.253485424588086
2022-08-22,"Cherkaska",27,0,0
2022-08-22,"Chernihivska",27,0,0
2022-08-22,"Chernivetska",27,0,0
2022-08-22,"Dnipropetrovska",27,6,0.760456273764259
2022-08-22,"Donetska",27,789,100
2022-08-22,"Ivano-Frankivska",27,0,0
2022-08-22,"Kharkivska",27,40,5.06970849176172
2022-08-22,"Khersonska",27,30,3.80228136882129
2022-08-22,"Khmelnytska",27,0,0
2022-08-22,"Kirovohradska",27,0,0
2022-08-22,"Kyiv",27,0,0
2022-08-22,"Kyivska",27,0,0
2022-08-22,"Luhanska",27,5,0.633713561470215
2022-08-22,"Lvivska",27,0,0
2022-08-22,"Mykolaivska",27,39,4.94296577946768
2022-08-22,"Odeska",27,0,0
2022-08-22,"Poltavska",27,0,0
2022-08-22,"Rivnenska",27,0,0
2022-08-22,"Sevastopol",27,0,0
2022-08-22,"Sumska",27,1,0.126742712294043
2022-08-22,"Ternopilska",27,0,0
2022-08-22,"Vinnytska",27,0,0
2022-08-22,"Volynska",27,0,0
2022-08-22,"Zakarpatska",27,0,0
2022-08-22,"Zaporizka",27,154,19.5183776932826
2022-08-22,"Zhytomyrska",27,0,0
2022-08-29,"Autonomous Republic of Crimea",28,0,0
2022-08-29,"Cherkaska",28,0,0
2022-08-29,"Chernihivska",28,0,0
2022-08-29,"Chernivetska",28,0,0
2022-08-29,"Dnipropetrovska",28,0,0
2022-08-29,"Donetska",28,56,7.09759188846641
2022-08-29,"Ivano-Frankivska",28,0,0
2022-08-29,"Kharkivska",28,2,0.253485424588086
2022-08-29,"Khersonska",28,69,8.74524714828897
2022-08-29,"Khmelnytska",28,0,0
2022-08-29,"Kirovohradska",28,0,0
2022-08-29,"Kyiv",28,0,0
2022-08-29,"Kyivska",28,0,0
2022-08-29,"Luhanska",28,4,0.506970849176172
2022-08-29,"Lvivska",28,0,0
2022-08-29,"Mykolaivska",28,60,7.60456273764259
2022-08-29,"Odeska",28,2,0.253485424588086
2022-08-29,"Poltavska",28,0,0
2022-08-29,"Rivnenska",28,0,0
2022-08-29,"Sevastopol",28,0,0
2022-08-29,"Sumska",28,0,0
2022-08-29,"Ternopilska",28,0,0
2022-08-29,"Vinnytska",28,0,0
2022-08-29,"Volynska",28,0,0
2022-08-29,"Zakarpatska",28,0,0
2022-08-29,"Zaporizka",28,23,2.91508238276299
2022-08-29,"Zhytomyrska",28,0,0
