"week","raion_name","week_number","count","intensity"
2022-03-21,"Bakhmutskyi",5,22,6.81114551083591
2022-03-21,"Volnovaskyi",5,30,9.28792569659443
2022-03-21,"Horlivskyi",5,94,29.1021671826625
2022-03-21,"Donetskyi",5,178,55.1083591331269
2022-03-21,"Kalmiuskyi",5,205,63.4674922600619
2022-03-21,"Kramatorskyi",5,5,1.54798761609907
2022-03-21,"Mariupolskyi",5,87,26.9349845201238
2022-03-21,"Pokrovskyi",5,146,45.2012383900929
2022-03-21,"Berdychivskyi",5,0,0
2022-03-21,"Zhytomyrskyi",5,31,9.59752321981424
2022-03-21,"Korostenskyi",5,59,18.266253869969
2022-03-21,"Zviahelskyi",5,0,0
2022-03-21,"Berehivskyi",5,0,0
2022-03-21,"Mukachivskyi",5,0,0
2022-03-21,"Rakhivskyi",5,0,0
2022-03-21,"Tiachivskyi",5,0,0
2022-03-21,"Uzhhorodskyi",5,0,0
2022-03-21,"Khustskyi",5,0,0
2022-03-21,"Berdianskyi",5,0,0
2022-03-21,"Vasylivskyi",5,0,0
2022-03-21,"Zaporizkyi",5,0,0
2022-03-21,"Melitopolskyi",5,0,0
2022-03-21,"Polohivskyi",5,12,3.71517027863777
2022-03-21,"Verkhovynskyi",5,0,0
2022-03-21,"Ivano-Frankivskyi",5,0,0
2022-03-21,"Kaluskyi",5,0,0
2022-03-21,"Kolomyiskyi",5,0,0
2022-03-21,"Kosivskyi",5,0,0
2022-03-21,"Nadvirnianskyi",5,0,0
2022-03-21,"Chornobyl Exclusion Zone",5,18,5.57275541795666
2022-03-21,"Bilotserkivskyi",5,1,0.309597523219814
2022-03-21,"Boryspilskyi",5,5,1.54798761609907
2022-03-21,"Brovarskyi",5,29,8.97832817337461
2022-03-21,"Buchanskyi",5,135,41.7956656346749
2022-03-21,"Vyshhorodskyi",5,51,15.7894736842105
2022-03-21,"Obukhivskyi",5,0,0
2022-03-21,"Fastivskyi",5,10,3.09597523219814
2022-03-21,"Holovanivskyi",5,1,0.309597523219814
2022-03-21,"Kropyvnytskyi",5,0,0
2022-03-21,"Novoukrainskyi",5,9,2.78637770897833
2022-03-21,"Oleksandriiskyi",5,0,0
2022-03-21,"Alchevskyi",5,71,21.9814241486068
2022-03-21,"Dovzhanskyi",5,2,0.619195046439629
2022-03-21,"Luhanskyi",5,36,11.1455108359133
2022-03-21,"Rovenkivskyi",5,1,0.309597523219814
2022-03-21,"Svativskyi",5,0,0
2022-03-21,"Sievierodonetskyi",5,115,35.6037151702786
2022-03-21,"Starobilskyi",5,12,3.71517027863777
2022-03-21,"Shchastynskyi",5,1,0.309597523219814
2022-03-21,"Drohobytskyi",5,0,0
2022-03-21,"Zolochivskyi",5,0,0
2022-03-21,"Lvivskyi",5,0,0
2022-03-21,"Sambirskyi",5,0,0
2022-03-21,"Stryiskyi",5,43,13.312693498452
2022-03-21,"Chervonohradskyi",5,0,0
2022-03-21,"Yavorivskyi",5,0,0
2022-03-21,"Bashtanskyi",5,0,0
2022-03-21,"Voznesenskyi",5,0,0
2022-03-21,"Mykolaivskyi",5,3,0.928792569659443
2022-03-21,"Pervomaiskyi",5,0,0
2022-03-21,"Berezivskyi",5,0,0
2022-03-21,"Bilhorod-Dnistrovskyi",5,0,0
2022-03-21,"Bolhradskyi",5,10,3.09597523219814
2022-03-21,"Izmailskyi",5,0,0
2022-03-21,"Odeskyi",5,0,0
2022-03-21,"Podilskyi",5,9,2.78637770897833
2022-03-21,"Rozdilnianskyi",5,1,0.309597523219814
2022-03-21,"Kremenchutskyi",5,0,0
2022-03-21,"Lubenskyi",5,0,0
2022-03-21,"Myrhorodskyi",5,0,0
2022-03-21,"Poltavskyi",5,0,0
2022-03-21,"Varaskyi",5,0,0
2022-03-21,"Dubenskyi",5,0,0
2022-03-21,"Rivnenskyi",5,0,0
2022-03-21,"Sarnenskyi",5,0,0
2022-03-21,"Konotopskyi",5,0,0
2022-03-21,"Okhtyrskyi",5,0,0
2022-03-21,"Romenskyi",5,0,0
2022-03-21,"Sumskyi",5,0,0
2022-03-21,"Shostkynskyi",5,0,0
2022-03-21,"Kremenetskyi",5,0,0
2022-03-21,"Ternopilskyi",5,0,0
2022-03-21,"Chortkivskyi",5,0,0
2022-03-21,"Bohodukhivskyi",5,0,0
2022-03-21,"Iziumskyi",5,30,9.28792569659443
2022-03-21,"Krasnohradskyi",5,2,0.619195046439629
2022-03-21,"Kupianskyi",5,0,0
2022-03-21,"Lozivskyi",5,0,0
2022-03-21,"Kharkivskyi",5,0,0
2022-03-21,"Chuhuivskyi",5,0,0
2022-03-21,"Beryslavskyi",5,0,0
2022-03-21,"Henicheskyi",5,0,0
2022-03-21,"Kakhovskyi",5,0,0
2022-03-21,"Skadovskyi",5,1,0.309597523219814
2022-03-21,"Khersonskyi",5,2,0.619195046439629
2022-03-21,"Kamianets-Podilskyi",5,5,1.54798761609907
2022-03-21,"Khmelnytskyi",5,0,0
2022-03-21,"Shepetivskyi",5,0,0
2022-03-21,"Zvenyhorodskyi",5,0,0
2022-03-21,"Zolotoniskyi",5,0,0
2022-03-21,"Umanskyi",5,0,0
2022-03-21,"Cherkaskyi",5,0,0
2022-03-21,"Vyzhnytskyi",5,0,0
2022-03-21,"Dnistrovskyi",5,0,0
2022-03-21,"Chernivetskyi",5,0,0
2022-03-21,"Koriukivskyi",5,0,0
2022-03-21,"Nizhynskyi",5,30,9.28792569659443
2022-03-21,"Novhorod-Siverskyi",5,0,0
2022-03-21,"Prylutskyi",5,3,0.928792569659443
2022-03-21,"Chernihivskyi",5,110,34.0557275541796
2022-03-21,"Kyiv",5,12,3.71517027863777
2022-03-21,"Sevastopol",5,0,0
2022-03-28,"Bakhchysaraiskyi",6,0,0
2022-03-28,"Bilohirskyi",6,0,0
2022-03-28,"Dzhankoiskyi",6,0,0
2022-03-28,"Yevpatoriiskyi",6,0,0
2022-03-28,"Kerchenskyi",6,0,0
2022-03-28,"Kurmanskyi",6,0,0
2022-03-28,"Perekopskyi",6,0,0
2022-03-28,"Simferopolskyi",6,0,0
2022-03-28,"Feodosiiskyi",6,0,0
2022-03-28,"Yaltynskyi",6,0,0
2022-03-28,"Vinnytskyi",6,1,0.309597523219814
2022-03-28,"Haisynskyi",6,0,0
2022-03-28,"Zhmerynskyi",6,0,0
2022-03-28,"Mohyliv-Podilskyi",6,0,0
2022-03-28,"Tulchynskyi",6,0,0
2022-03-28,"Khmilnytskyi",6,0,0
2022-03-28,"Volodymyrskyi",6,0,0
2022-03-28,"Kamin-Kashyrskyi",6,0,0
2022-03-28,"Kovelskyi",6,0,0
2022-03-28,"Lutskyi",6,0,0
2022-03-28,"Dniprovskyi",6,6,1.85758513931889
2022-03-28,"Kamianskyi",6,18,5.57275541795666
2022-03-28,"Kryvorizkyi",6,2,0.619195046439629
2022-03-28,"Nikopolskyi",6,5,1.54798761609907
2022-03-28,"Novomoskovskyi",6,0,0
2022-03-28,"Pavlohradskyi",6,1,0.309597523219814
2022-03-28,"Synelnykivskyi",6,1,0.309597523219814
2022-03-28,"Bakhmutskyi",6,7,2.1671826625387
2022-03-28,"Volnovaskyi",6,11,3.40557275541796
2022-03-28,"Horlivskyi",6,17,5.26315789473684
2022-03-28,"Donetskyi",6,32,9.90712074303406
2022-03-28,"Kalmiuskyi",6,10,3.09597523219814
2022-03-28,"Kramatorskyi",6,5,1.54798761609907
2022-03-28,"Mariupolskyi",6,15,4.64396284829721
2022-03-28,"Pokrovskyi",6,18,5.57275541795666
2022-03-28,"Berdychivskyi",6,0,0
2022-03-28,"Zhytomyrskyi",6,0,0
2022-03-28,"Korostenskyi",6,74,22.9102167182663
2022-03-28,"Zviahelskyi",6,0,0
2022-03-28,"Berehivskyi",6,0,0
2022-03-28,"Mukachivskyi",6,0,0
2022-03-28,"Rakhivskyi",6,0,0
2022-03-28,"Tiachivskyi",6,0,0
2022-03-28,"Uzhhorodskyi",6,0,0
2022-03-28,"Khustskyi",6,0,0
2022-03-28,"Berdianskyi",6,0,0
2022-03-28,"Vasylivskyi",6,0,0
2022-03-28,"Zaporizkyi",6,0,0
2022-03-28,"Melitopolskyi",6,0,0
2022-03-28,"Polohivskyi",6,12,3.71517027863777
2022-03-28,"Verkhovynskyi",6,0,0
2022-03-28,"Ivano-Frankivskyi",6,0,0
2022-03-28,"Kaluskyi",6,0,0
2022-03-28,"Kolomyiskyi",6,2,0.619195046439629
2022-03-28,"Kosivskyi",6,6,1.85758513931889
2022-03-28,"Nadvirnianskyi",6,0,0
2022-03-28,"Chornobyl Exclusion Zone",6,22,6.81114551083591
2022-03-28,"Bilotserkivskyi",6,0,0
2022-03-28,"Boryspilskyi",6,0,0
2022-03-28,"Brovarskyi",6,15,4.64396284829721
2022-03-28,"Buchanskyi",6,104,32.1981424148607
2022-03-28,"Vyshhorodskyi",6,8,2.47678018575851
2022-03-28,"Obukhivskyi",6,0,0
2022-03-28,"Fastivskyi",6,0,0
2022-03-28,"Holovanivskyi",6,5,1.54798761609907
2022-03-28,"Kropyvnytskyi",6,0,0
2022-03-28,"Novoukrainskyi",6,0,0
2022-03-28,"Oleksandriiskyi",6,0,0
2022-03-28,"Alchevskyi",6,15,4.64396284829721
2022-03-28,"Dovzhanskyi",6,1,0.309597523219814
2022-03-28,"Luhanskyi",6,4,1.23839009287926
2022-03-28,"Rovenkivskyi",6,4,1.23839009287926
2022-03-28,"Svativskyi",6,2,0.619195046439629
2022-03-28,"Sievierodonetskyi",6,37,11.4551083591331
2022-03-28,"Starobilskyi",6,1,0.309597523219814
2022-03-28,"Shchastynskyi",6,2,0.619195046439629
2022-03-28,"Drohobytskyi",6,0,0
2022-03-28,"Zolochivskyi",6,0,0
2022-03-28,"Lvivskyi",6,0,0
2022-03-28,"Sambirskyi",6,0,0
2022-03-28,"Stryiskyi",6,17,5.26315789473684
2022-03-28,"Chervonohradskyi",6,0,0
2022-03-28,"Yavorivskyi",6,0,0
2022-03-28,"Bashtanskyi",6,0,0
2022-03-28,"Voznesenskyi",6,0,0
2022-03-28,"Mykolaivskyi",6,0,0
2022-03-28,"Pervomaiskyi",6,10,3.09597523219814
2022-03-28,"Berezivskyi",6,2,0.619195046439629
2022-03-28,"Bilhorod-Dnistrovskyi",6,0,0
2022-03-28,"Bolhradskyi",6,11,3.40557275541796
2022-03-28,"Izmailskyi",6,0,0
2022-03-28,"Odeskyi",6,0,0
2022-03-28,"Podilskyi",6,3,0.928792569659443
2022-03-28,"Rozdilnianskyi",6,0,0
2022-03-28,"Kremenchutskyi",6,0,0
2022-03-28,"Lubenskyi",6,0,0
2022-03-28,"Myrhorodskyi",6,0,0
2022-03-28,"Poltavskyi",6,0,0
2022-03-28,"Varaskyi",6,0,0
2022-03-28,"Dubenskyi",6,0,0
2022-03-28,"Rivnenskyi",6,0,0
2022-03-28,"Sarnenskyi",6,0,0
2022-03-28,"Konotopskyi",6,0,0
2022-03-28,"Okhtyrskyi",6,0,0
2022-03-28,"Romenskyi",6,0,0
2022-03-28,"Sumskyi",6,0,0
2022-03-28,"Shostkynskyi",6,0,0
2022-03-28,"Kremenetskyi",6,0,0
2022-03-28,"Ternopilskyi",6,0,0
2022-03-28,"Chortkivskyi",6,0,0
2022-03-28,"Bohodukhivskyi",6,0,0
2022-03-28,"Iziumskyi",6,37,11.4551083591331
2022-03-28,"Krasnohradskyi",6,4,1.23839009287926
2022-03-28,"Kupianskyi",6,3,0.928792569659443
2022-03-28,"Lozivskyi",6,9,2.78637770897833
2022-03-28,"Kharkivskyi",6,12,3.71517027863777
2022-03-28,"Chuhuivskyi",6,5,1.54798761609907
2022-03-28,"Beryslavskyi",6,0,0
2022-03-28,"Henicheskyi",6,0,0
2022-03-28,"Kakhovskyi",6,1,0.309597523219814
2022-03-28,"Skadovskyi",6,1,0.309597523219814
2022-03-28,"Khersonskyi",6,0,0
2022-03-28,"Kamianets-Podilskyi",6,0,0
2022-03-28,"Khmelnytskyi",6,0,0
2022-03-28,"Shepetivskyi",6,0,0
2022-03-28,"Zvenyhorodskyi",6,2,0.619195046439629
2022-03-28,"Zolotoniskyi",6,0,0
2022-03-28,"Umanskyi",6,0,0
2022-03-28,"Cherkaskyi",6,3,0.928792569659443
2022-03-28,"Vyzhnytskyi",6,0,0
2022-03-28,"Dnistrovskyi",6,0,0
2022-03-28,"Chernivetskyi",6,3,0.928792569659443
2022-03-28,"Koriukivskyi",6,0,0
2022-03-28,"Nizhynskyi",6,11,3.40557275541796
2022-03-28,"Novhorod-Siverskyi",6,0,0
2022-03-28,"Prylutskyi",6,0,0
2022-03-28,"Chernihivskyi",6,21,6.5015479876161
2022-03-28,"Kyiv",6,0,0
2022-03-28,"Sevastopol",6,0,0
2022-04-04,"Bakhchysaraiskyi",7,0,0
2022-04-04,"Bilohirskyi",7,0,0
2022-04-04,"Dzhankoiskyi",7,0,0
2022-04-04,"Yevpatoriiskyi",7,0,0
2022-04-04,"Kerchenskyi",7,0,0
2022-04-04,"Kurmanskyi",7,0,0
2022-04-04,"Perekopskyi",7,0,0
2022-04-04,"Simferopolskyi",7,0,0
2022-04-04,"Feodosiiskyi",7,0,0
2022-04-04,"Yaltynskyi",7,0,0
2022-04-04,"Vinnytskyi",7,0,0
2022-04-04,"Haisynskyi",7,0,0
2022-04-04,"Zhmerynskyi",7,0,0
2022-04-04,"Mohyliv-Podilskyi",7,0,0
2022-04-04,"Tulchynskyi",7,0,0
2022-04-04,"Khmilnytskyi",7,0,0
2022-04-04,"Volodymyrskyi",7,0,0
2022-04-04,"Kamin-Kashyrskyi",7,0,0
2022-04-04,"Kovelskyi",7,0,0
2022-04-04,"Lutskyi",7,0,0
2022-04-04,"Dniprovskyi",7,2,0.619195046439629
2022-04-04,"Kamianskyi",7,19,5.88235294117647
2022-04-04,"Kryvorizkyi",7,0,0
2022-04-04,"Nikopolskyi",7,0,0
2022-04-04,"Novomoskovskyi",7,6,1.85758513931889
2022-04-04,"Pavlohradskyi",7,1,0.309597523219814
2022-04-04,"Synelnykivskyi",7,0,0
2022-04-04,"Bakhmutskyi",7,6,1.85758513931889
2022-04-04,"Volnovaskyi",7,1,0.309597523219814
2022-04-04,"Horlivskyi",7,5,1.54798761609907
2022-04-04,"Donetskyi",7,1,0.309597523219814
2022-04-04,"Kalmiuskyi",7,3,0.928792569659443
2022-04-04,"Kramatorskyi",7,0,0
2022-04-04,"Mariupolskyi",7,31,9.59752321981424
2022-04-04,"Pokrovskyi",7,4,1.23839009287926
2022-04-04,"Berdychivskyi",7,0,0
2022-04-04,"Zhytomyrskyi",7,0,0
2022-04-04,"Korostenskyi",7,0,0
2022-04-04,"Zviahelskyi",7,0,0
2022-04-04,"Berehivskyi",7,0,0
2022-04-04,"Mukachivskyi",7,0,0
2022-04-04,"Rakhivskyi",7,0,0
2022-04-04,"Tiachivskyi",7,0,0
2022-04-04,"Uzhhorodskyi",7,0,0
2022-04-04,"Khustskyi",7,0,0
2022-04-04,"Berdianskyi",7,0,0
2022-04-04,"Vasylivskyi",7,0,0
2022-04-04,"Zaporizkyi",7,0,0
2022-04-04,"Melitopolskyi",7,0,0
2022-04-04,"Polohivskyi",7,0,0
2022-04-04,"Verkhovynskyi",7,0,0
2022-04-04,"Ivano-Frankivskyi",7,0,0
2022-04-04,"Kaluskyi",7,3,0.928792569659443
2022-04-04,"Kolomyiskyi",7,0,0
2022-04-04,"Kosivskyi",7,0,0
2022-04-04,"Nadvirnianskyi",7,0,0
2022-04-04,"Chornobyl Exclusion Zone",7,0,0
2022-04-04,"Bilotserkivskyi",7,0,0
2022-04-04,"Boryspilskyi",7,0,0
2022-04-04,"Brovarskyi",7,0,0
2022-04-04,"Buchanskyi",7,0,0
2022-04-04,"Vyshhorodskyi",7,0,0
2022-04-04,"Obukhivskyi",7,0,0
2022-04-04,"Fastivskyi",7,0,0
2022-04-04,"Holovanivskyi",7,0,0
2022-04-04,"Kropyvnytskyi",7,0,0
2022-04-04,"Novoukrainskyi",7,0,0
2022-04-04,"Oleksandriiskyi",7,0,0
2022-04-04,"Alchevskyi",7,11,3.40557275541796
2022-04-04,"Dovzhanskyi",7,4,1.23839009287926
2022-04-04,"Luhanskyi",7,0,0
2022-04-04,"Rovenkivskyi",7,7,2.1671826625387
2022-04-04,"Svativskyi",7,0,0
2022-04-04,"Sievierodonetskyi",7,40,12.3839009287926
2022-04-04,"Starobilskyi",7,0,0
2022-04-04,"Shchastynskyi",7,0,0
2022-04-04,"Drohobytskyi",7,0,0
2022-04-04,"Zolochivskyi",7,0,0
2022-04-04,"Lvivskyi",7,0,0
2022-04-04,"Sambirskyi",7,0,0
2022-04-04,"Stryiskyi",7,0,0
2022-04-04,"Chervonohradskyi",7,0,0
2022-04-04,"Yavorivskyi",7,0,0
2022-04-04,"Bashtanskyi",7,0,0
2022-04-04,"Voznesenskyi",7,0,0
2022-04-04,"Mykolaivskyi",7,0,0
2022-04-04,"Pervomaiskyi",7,1,0.309597523219814
2022-04-04,"Berezivskyi",7,0,0
2022-04-04,"Bilhorod-Dnistrovskyi",7,0,0
2022-04-04,"Bolhradskyi",7,0,0
2022-04-04,"Izmailskyi",7,0,0
2022-04-04,"Odeskyi",7,0,0
2022-04-04,"Podilskyi",7,0,0
2022-04-04,"Rozdilnianskyi",7,3,0.928792569659443
2022-04-04,"Kremenchutskyi",7,0,0
2022-04-04,"Lubenskyi",7,0,0
2022-04-04,"Myrhorodskyi",7,0,0
2022-04-04,"Poltavskyi",7,0,0
2022-04-04,"Varaskyi",7,0,0
2022-04-04,"Dubenskyi",7,0,0
2022-04-04,"Rivnenskyi",7,0,0
2022-04-04,"Sarnenskyi",7,0,0
2022-04-04,"Konotopskyi",7,0,0
2022-04-04,"Okhtyrskyi",7,0,0
2022-04-04,"Romenskyi",7,0,0
2022-04-04,"Sumskyi",7,0,0
2022-04-04,"Shostkynskyi",7,0,0
2022-04-04,"Kremenetskyi",7,0,0
2022-04-04,"Ternopilskyi",7,0,0
2022-04-04,"Chortkivskyi",7,0,0
2022-04-04,"Bohodukhivskyi",7,0,0
2022-04-04,"Iziumskyi",7,13,4.02476780185759
2022-04-04,"Krasnohradskyi",7,0,0
2022-04-04,"Kupianskyi",7,0,0
2022-04-04,"Lozivskyi",7,0,0
2022-04-04,"Kharkivskyi",7,3,0.928792569659443
2022-04-04,"Chuhuivskyi",7,1,0.309597523219814
2022-04-04,"Beryslavskyi",7,3,0.928792569659443
2022-04-04,"Henicheskyi",7,0,0
2022-04-04,"Kakhovskyi",7,2,0.619195046439629
2022-04-04,"Skadovskyi",7,0,0
2022-04-04,"Khersonskyi",7,0,0
2022-04-04,"Kamianets-Podilskyi",7,0,0
2022-04-04,"Khmelnytskyi",7,0,0
2022-04-04,"Shepetivskyi",7,0,0
2022-04-04,"Zvenyhorodskyi",7,0,0
2022-04-04,"Zolotoniskyi",7,0,0
2022-04-04,"Umanskyi",7,0,0
2022-04-04,"Cherkaskyi",7,0,0
2022-04-04,"Vyzhnytskyi",7,0,0
2022-04-04,"Dnistrovskyi",7,0,0
2022-04-04,"Chernivetskyi",7,6,1.85758513931889
2022-04-04,"Koriukivskyi",7,0,0
2022-04-04,"Nizhynskyi",7,0,0
2022-04-04,"Novhorod-Siverskyi",7,0,0
2022-04-04,"Prylutskyi",7,0,0
2022-04-04,"Chernihivskyi",7,3,0.928792569659443
2022-04-04,"Kyiv",7,0,0
2022-04-04,"Sevastopol",7,0,0
2022-04-11,"Bakhchysaraiskyi",8,0,0
2022-04-11,"Bilohirskyi",8,0,0
2022-04-11,"Dzhankoiskyi",8,0,0
2022-04-11,"Yevpatoriiskyi",8,0,0
2022-04-11,"Kerchenskyi",8,0,0
2022-04-11,"Kurmanskyi",8,0,0
2022-04-11,"Perekopskyi",8,0,0
2022-04-11,"Simferopolskyi",8,0,0
2022-04-11,"Feodosiiskyi",8,0,0
2022-04-11,"Yaltynskyi",8,0,0
2022-04-11,"Vinnytskyi",8,0,0
2022-04-11,"Haisynskyi",8,0,0
2022-04-11,"Zhmerynskyi",8,0,0
2022-04-11,"Mohyliv-Podilskyi",8,0,0
2022-04-11,"Tulchynskyi",8,0,0
2022-04-11,"Khmilnytskyi",8,0,0
2022-04-11,"Volodymyrskyi",8,0,0
2022-04-11,"Kamin-Kashyrskyi",8,0,0
2022-04-11,"Kovelskyi",8,0,0
2022-04-11,"Lutskyi",8,0,0
2022-04-11,"Dniprovskyi",8,1,0.309597523219814
2022-04-11,"Kamianskyi",8,2,0.619195046439629
2022-04-11,"Kryvorizkyi",8,0,0
2022-04-11,"Nikopolskyi",8,0,0
2022-04-11,"Novomoskovskyi",8,0,0
2022-04-11,"Pavlohradskyi",8,0,0
2022-04-11,"Synelnykivskyi",8,1,0.309597523219814
2022-04-11,"Bakhmutskyi",8,0,0
2022-04-11,"Volnovaskyi",8,0,0
2022-04-11,"Horlivskyi",8,0,0
2022-04-11,"Donetskyi",8,0,0
2022-04-11,"Kalmiuskyi",8,0,0
2022-04-11,"Kramatorskyi",8,0,0
2022-04-11,"Mariupolskyi",8,4,1.23839009287926
2022-04-11,"Pokrovskyi",8,0,0
2022-04-11,"Berdychivskyi",8,0,0
2022-04-11,"Zhytomyrskyi",8,0,0
2022-04-11,"Korostenskyi",8,0,0
2022-04-11,"Zviahelskyi",8,0,0
2022-04-11,"Berehivskyi",8,0,0
2022-04-11,"Mukachivskyi",8,0,0
2022-04-11,"Rakhivskyi",8,0,0
2022-04-11,"Tiachivskyi",8,0,0
2022-04-11,"Uzhhorodskyi",8,0,0
2022-04-11,"Khustskyi",8,0,0
2022-04-11,"Berdianskyi",8,0,0
2022-04-11,"Vasylivskyi",8,0,0
2022-04-11,"Zaporizkyi",8,0,0
2022-04-11,"Melitopolskyi",8,0,0
2022-04-11,"Polohivskyi",8,0,0
2022-04-11,"Verkhovynskyi",8,0,0
2022-04-11,"Ivano-Frankivskyi",8,0,0
2022-04-11,"Kaluskyi",8,12,3.71517027863777
2022-04-11,"Kolomyiskyi",8,0,0
2022-04-11,"Kosivskyi",8,0,0
2022-04-11,"Nadvirnianskyi",8,0,0
2022-04-11,"Chornobyl Exclusion Zone",8,0,0
2022-04-11,"Bilotserkivskyi",8,4,1.23839009287926
2022-04-11,"Boryspilskyi",8,0,0
2022-04-11,"Brovarskyi",8,0,0
2022-04-11,"Buchanskyi",8,0,0
2022-04-11,"Vyshhorodskyi",8,0,0
2022-04-11,"Obukhivskyi",8,0,0
2022-04-11,"Fastivskyi",8,0,0
2022-04-11,"Holovanivskyi",8,0,0
2022-04-11,"Kropyvnytskyi",8,0,0
2022-04-11,"Novoukrainskyi",8,0,0
2022-04-11,"Oleksandriiskyi",8,0,0
2022-04-11,"Alchevskyi",8,0,0
2022-04-11,"Dovzhanskyi",8,0,0
2022-04-11,"Luhanskyi",8,0,0
2022-04-11,"Rovenkivskyi",8,0,0
2022-04-11,"Svativskyi",8,0,0
2022-04-11,"Sievierodonetskyi",8,5,1.54798761609907
2022-04-11,"Starobilskyi",8,0,0
2022-04-11,"Shchastynskyi",8,1,0.309597523219814
2022-04-11,"Drohobytskyi",8,0,0
2022-04-11,"Zolochivskyi",8,0,0
2022-04-11,"Lvivskyi",8,0,0
2022-04-11,"Sambirskyi",8,0,0
2022-04-11,"Stryiskyi",8,0,0
2022-04-11,"Chervonohradskyi",8,0,0
2022-04-11,"Yavorivskyi",8,0,0
2022-04-11,"Bashtanskyi",8,0,0
2022-04-11,"Voznesenskyi",8,0,0
2022-04-11,"Mykolaivskyi",8,0,0
2022-04-11,"Pervomaiskyi",8,0,0
2022-04-11,"Berezivskyi",8,0,0
2022-04-11,"Bilhorod-Dnistrovskyi",8,0,0
2022-04-11,"Bolhradskyi",8,0,0
2022-04-11,"Izmailskyi",8,0,0
2022-04-11,"Odeskyi",8,0,0
2022-04-11,"Podilskyi",8,0,0
2022-04-11,"Rozdilnianskyi",8,0,0
2022-04-11,"Kremenchutskyi",8,0,0
2022-04-11,"Lubenskyi",8,0,0
2022-04-11,"Myrhorodskyi",8,0,0
2022-04-11,"Poltavskyi",8,0,0
2022-04-11,"Varaskyi",8,0,0
2022-04-11,"Dubenskyi",8,0,0
2022-04-11,"Rivnenskyi",8,0,0
2022-04-11,"Sarnenskyi",8,0,0
2022-04-11,"Konotopskyi",8,0,0
2022-04-11,"Okhtyrskyi",8,0,0
2022-04-11,"Romenskyi",8,0,0
2022-04-11,"Sumskyi",8,0,0
2022-04-11,"Shostkynskyi",8,0,0
2022-04-11,"Kremenetskyi",8,0,0
2022-04-11,"Ternopilskyi",8,0,0
2022-04-11,"Chortkivskyi",8,0,0
2022-04-11,"Bohodukhivskyi",8,0,0
2022-04-11,"Iziumskyi",8,0,0
2022-04-11,"Krasnohradskyi",8,0,0
2022-04-11,"Kupianskyi",8,0,0
2022-04-11,"Lozivskyi",8,0,0
2022-04-11,"Kharkivskyi",8,0,0
2022-04-11,"Chuhuivskyi",8,4,1.23839009287926
2022-04-11,"Beryslavskyi",8,0,0
2022-04-11,"Henicheskyi",8,0,0
2022-04-11,"Kakhovskyi",8,0,0
2022-04-11,"Skadovskyi",8,0,0
2022-04-11,"Khersonskyi",8,0,0
2022-04-11,"Kamianets-Podilskyi",8,0,0
2022-04-11,"Khmelnytskyi",8,1,0.309597523219814
2022-04-11,"Shepetivskyi",8,0,0
2022-04-11,"Zvenyhorodskyi",8,0,0
2022-04-11,"Zolotoniskyi",8,0,0
2022-04-11,"Umanskyi",8,0,0
2022-04-11,"Cherkaskyi",8,0,0
2022-04-11,"Vyzhnytskyi",8,0,0
2022-04-11,"Dnistrovskyi",8,0,0
2022-04-11,"Chernivetskyi",8,0,0
2022-04-11,"Koriukivskyi",8,0,0
2022-04-11,"Nizhynskyi",8,0,0
2022-04-11,"Novhorod-Siverskyi",8,0,0
2022-04-11,"Prylutskyi",8,0,0
2022-04-11,"Chernihivskyi",8,0,0
2022-04-11,"Kyiv",8,0,0
2022-04-11,"Sevastopol",8,0,0
2022-04-18,"Bakhchysaraiskyi",9,0,0
2022-04-18,"Bilohirskyi",9,0,0
2022-04-18,"Dzhankoiskyi",9,0,0
2022-04-18,"Yevpatoriiskyi",9,0,0
2022-04-18,"Kerchenskyi",9,0,0
2022-04-18,"Kurmanskyi",9,0,0
2022-04-18,"Perekopskyi",9,0,0
2022-04-18,"Simferopolskyi",9,0,0
2022-04-18,"Feodosiiskyi",9,0,0
2022-04-18,"Yaltynskyi",9,0,0
2022-04-18,"Vinnytskyi",9,0,0
2022-04-18,"Haisynskyi",9,0,0
2022-04-18,"Zhmerynskyi",9,0,0
2022-04-18,"Mohyliv-Podilskyi",9,0,0
2022-04-18,"Tulchynskyi",9,0,0
2022-04-18,"Khmilnytskyi",9,0,0
2022-04-18,"Volodymyrskyi",9,0,0
2022-04-18,"Kamin-Kashyrskyi",9,0,0
2022-04-18,"Kovelskyi",9,0,0
2022-04-18,"Lutskyi",9,0,0
2022-04-18,"Dniprovskyi",9,1,0.309597523219814
2022-04-18,"Kamianskyi",9,17,5.26315789473684
2022-04-18,"Kryvorizkyi",9,0,0
2022-04-18,"Nikopolskyi",9,0,0
2022-04-18,"Novomoskovskyi",9,0,0
2022-04-18,"Pavlohradskyi",9,0,0
2022-04-18,"Synelnykivskyi",9,0,0
2022-04-18,"Bakhmutskyi",9,0,0
2022-04-18,"Volnovaskyi",9,0,0
2022-04-18,"Horlivskyi",9,0,0
2022-04-18,"Donetskyi",9,0,0
2022-04-18,"Kalmiuskyi",9,0,0
2022-04-18,"Kramatorskyi",9,0,0
2022-04-18,"Mariupolskyi",9,0,0
2022-04-18,"Pokrovskyi",9,0,0
2022-04-18,"Berdychivskyi",9,0,0
2022-04-18,"Zhytomyrskyi",9,0,0
2022-04-18,"Korostenskyi",9,0,0
